# Constructed from biom file
#OTU ID	SRR6056615.fastq	SRR6056616.fastq	SRR6056618.fastq	SRR6056619.fastq	SRR6056620.fastq	SRR6056621.fastq	SRR6056622.fastq	SRR6056624.fastq	SRR6056625.fastq	SRR6056648.fastq	SRR6056667.fastq	SRR6056668.fastq	SRR6056669.fastq	SRR6056670.fastq	SRR6056671.fastq	SRR6056672.fastq	SRR6056673.fastq	SRR6056674.fastq	SRR6056675.fastq	SRR6056676.fastq
6f254dac7b24063ef8d9cee31767f578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
7136a2103da390f5884e07f31a0a6994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	333.0	39.0	0.0	0.0	0.0	0.0	338.0	1050.0	0.0
71f4c6ea2006fd3599032d0f294aa51f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	207.0	0.0
d801bf500e6f6a9a5515080e10273c27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
cfaa83ae23b6b5b3e1c8b0c1ce412f1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
a5f0a37dea10a2f38afd51a75ff4ea40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
03778339b5898637a5de7d0fb1900cc3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
313581c9bd90d49bc6081ee61f310114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
f4f8bd9063c03c2cec7f40b87d6eff70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
f55893a41fea07a420135182d69b2854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
0f78a73d2146e2fda207b82b37b4b8c3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
